date,meantempm,meandewptm,meanpressurem,maxhumidity,minhumidity,maxtempm,mintempm,maxdewptm,mindewptm,maxpressurem,minpressurem,precipm
2017-11-16 00:00:00,28,25,1007.35,94,50,33,24,26,23,1010,1005,0.0
2017-11-17 00:00:00,28,26,1008.75,100,63,31,24,27,25,1011,1007,0.0
2017-11-18 00:00:00,28,26,1009.74,100,61,32,23,27,25,1012,1008,0.0
2017-11-19 00:00:00,28,26,1011.15,100,52,32,24,27,24,1013,1009,0.0
2017-11-20 00:00:00,28,26,1011.63,100,58,32,24,27,23,1014,1009,0.0
2017-11-21 00:00:00,28,25,1011.00,100,52,32,24,27,23,1013,1009,0.0
2017-11-22 00:00:00,28,24,1010.47,95,51,32,24,26,23,1012,1008,0.0
2017-11-23 00:00:00,28,23,1010.46,94,36,32,24,25,18,1013,1008,0.0
2017-11-24 00:00:00,26,24,1011.60,94,64,30,23,26,23,1014,1010,0.0
2017-11-25 00:00:00,27,23,1012.50,89,52,30,24,24,21,1015,1011,1.0
2017-11-26 00:00:00,26,25,1012.69,94,79,28,23,26,22,1015,1010,82.0
2017-11-27 00:00:00,26,24,1011.68,94,61,30,22,27,22,1014,1010,1.0
2017-11-28 00:00:00,26,24,1011.72,94,57,30,23,25,22,1014,1010,0.0
2017-11-29 00:00:00,26,24,1012.00,100,64,29,23,26,23,1014,1010,15.0
2017-11-30 00:00:00,26,25,1010.93,100,73,29,23,27,23,1014,1009,29.0
2017-12-01 00:00:00,25,24,1010.35,100,73,28,22,26,22,1012,1006,0.4
2017-12-02 00:00:00,26,22,1011.70,84,42,29,23,24,19,1014,1010,0.0
2017-12-03 00:00:00,26,22,1012.51,89,59,29,24,23,21,1014,1011,0.0
2017-12-04 00:00:00,26,22,1011.62,94,54,29,22,23,21,1013,1009,0.0
2017-12-05 00:00:00,26,23,1010.73,94,62,29,22,25,22,1013,1008,0.0
2017-12-06 00:00:00,26,23,1010.34,94,56,30,23,24,21,1013,1008,0.0
2017-12-07 00:00:00,26,23,1009.80,94,57,29,22,23,21,1012,1008,0.0
2017-12-08 00:00:00,26,21,1009.85,94,33,31,20,22,17,1012,1007,0.0
2017-12-09 00:00:00,26,22,1010.70,94,37,32,21,24,18,1013,1008,0.0
2017-12-10 00:00:00,26,22,1012.04,100,40,31,22,23,18,1014,1010,0.0
2017-12-11 00:00:00,26,23,1013.33,94,52,31,21,24,21,1016,1011,0.0
2017-12-12 00:00:00,26,24,1013.55,100,55,31,22,25,22,1016,1011,0.0
2017-12-13 00:00:00,26,23,1013.70,100,56,30,22,25,22,1016,1012,0.0
2017-12-14 00:00:00,26,23,1014.25,94,55,31,21,24,21,1016,1012,0.0
2017-12-15 00:00:00,26,24,1014.46,100,62,30,23,25,22,1017,1012,0.0
2017-12-16 00:00:00,27,22,1015.68,83,48,30,24,24,20,1018,1014,0.0
2017-12-17 00:00:00,26,20,1016.31,83,43,30,22,23,17,1019,1014,0.0
2017-12-18 00:00:00,26,20,1016.24,88,47,29,24,22,18,1019,1014,0.0
2017-12-19 00:00:00,24,20,1015.33,78,47,29,20,22,18,1017,1013,0.0
2017-12-20 00:00:00,25,20,1015.91,88,45,29,21,21,19,1018,1014,0.0
2017-12-21 00:00:00,24,22,1015.72,94,64,28,21,25,19,1018,1014,0.0
2017-12-22 00:00:00,25,22,1014.78,100,51,28,22,25,21,1017,1013,0.0
2017-12-23 00:00:00,26,22,1012.73,100,51,30,22,24,19,1015,1010,0.0
2017-12-24 00:00:00,25,21,1012.40,89,46,29,21,22,20,1015,1010,0.0
2017-12-25 00:00:00,24,22,1012.98,94,61,28,21,23,21,1015,1011,0.0
2017-12-26 00:00:00,24,22,1013.61,100,52,29,20,23,21,1015,1011,0.0
2017-12-27 00:00:00,24,19,1013.54,94,46,29,19,22,17,1016,1011,0.0
2017-12-28 00:00:00,24,18,1013.11,83,39,29,18,20,17,1016,1011,0.0
2017-12-29 00:00:00,25,21,1013.39,89,48,29,21,23,19,1015,1011,0.0
2017-12-30 00:00:00,25,22,1012.82,100,50,29,21,23,20,1015,1010,0.0
2017-12-31 00:00:00,26,21,1011.21,94,46,30,21,24,18,1014,1008,0.0
2018-01-01 00:00:00,26,22,1009.55,94,41,30,22,23,18,1012,1007,0.0
2018-01-02 00:00:00,26,22,1009.62,100,53,30,21,23,21,1012,1008,0.0
2018-01-03 00:00:00,26,22,1011.38,100,43,30,22,24,19,1013,1009,0.0
2018-01-04 00:00:00,27,18,1012.50,89,36,30,24,22,16,1015,1011,0.0
2018-01-05 00:00:00,24,16,1011.85,94,25,29,18,20,12,1015,1009,0.0
